OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU,TotalVaccinated,DailyVaccinated
3622,QUEBEC,QC,163,2020/09/08 12:00:00+00,63876,56162,202,5770,0,1179250,8392,1944,-39,105,0,15,-3,,
3637,QUEBEC,QC,180,2020/09/09 12:00:00+00,64056,56400,238,5771,1,1188308,9058,1885,-59,113,8,14,-1,,
3652,QUEBEC,QC,188,2020/09/10 12:00:00+00,64244,56624,224,5773,2,1200628,12320,1847,-38,119,6,12,-2,,
3667,QUEBEC,QC,219,2020/09/11 12:00:00+00,64463,56843,219,5774,1,1219471,18843,1846,-1,123,4,12,0,,
3682,QUEBEC,QC,244,2020/09/12 12:00:00+00,64707,57054,211,5780,6,1234892,15421,1873,27,125,2,16,4,,
3697,QUEBEC,QC,279,2020/09/13 12:00:00+00,64986,57268,214,5780,0,1248937,14045,1938,65,124,-1,19,3,,
3727,QUEBEC,QC,276,2020/09/14 12:00:00+00,65262,57428,160,5780,0,1267020,18083,2054,116,124,0,19,0,,
3742,QUEBEC,QC,292,2020/09/15 12:00:00+00,65554,57628,200,5785,5,1280805,13785,2141,87,133,9,23,4,,
3757,QUEBEC,QC,303,2020/09/16 12:00:00+00,65857,57804,176,5788,3,1292966,12161,2265,124,130,-3,26,3,,
3772,QUEBEC,QC,499,2020/09/17 12:00:00+00,66356,58012,208,5791,3,1309460,16494,2553,288,136,6,29,3,,
3787,QUEBEC,QC,297,2020/09/18 12:00:00+00,66653,58218,206,5792,1,1326132,16672,2643,90,136,0,30,1,,
3802,QUEBEC,QC,427,2020/09/19 12:00:00+00,67080,58490,272,5797,5,1344315,18183,2793,150,131,-5,31,1,,
3817,QUEBEC,QC,462,2020/09/20 12:00:00+00,67542,58796,306,5802,5,1361899,17584,2944,151,138,7,31,0,,
3832,QUEBEC,QC,586,2020/09/21 12:00:00+00,68128,59131,335,5804,2,1376247,14348,3193,249,148,10,30,-1,,
3847,QUEBEC,QC,489,2020/09/22 12:00:00+00,68617,59450,319,5805,1,1392424,16177,3362,169,168,20,28,-2,,
3862,QUEBEC,QC,471,2020/09/23 12:00:00+00,69088,59686,236,5809,4,1407194,14770,3593,231,178,10,30,2,,
3877,QUEBEC,QC,582,2020/09/24 12:00:00+00,69670,59943,257,5810,1,1425245,18051,3917,324,184,6,31,1,,
3892,QUEBEC,QC,637,2020/09/25 12:00:00+00,70307,60256,313,5814,4,1442772,17527,4237,320,199,15,33,2,,
3907,QUEBEC,QC,698,2020/09/26 12:00:00+00,71005,60660,404,5821,7,1460959,18187,4524,287,217,18,45,12,,
3922,QUEBEC,QC,896,2020/09/27 12:00:00+00,71901,61129,469,5825,4,1477797,16838,4947,423,216,-1,41,-4,,
3937,QUEBEC,QC,750,2020/09/28 12:00:00+00,72651,61629,500,5826,1,1498720,20923,5196,249,212,-4,37,-4,,
3952,QUEBEC,QC,799,2020/09/29 12:00:00+00,73450,62095,466,5833,7,1514277,15557,5522,326,247,35,41,4,,
3967,QUEBEC,QC,838,2020/09/30 12:00:00+00,74288,62564,469,5834,1,1530567,16290,5890,368,262,15,43,2,,
3982,QUEBEC,QC,933,2020/10/01 12:00:00+00,75221,63144,580,5850,16,1540680,10113,6227,337,275,13,46,3,,
3997,QUEBEC,QC,1052,2020/10/02 12:00:00+00,76273,63683,539,5857,7,1556720,16040,6733,506,302,27,49,3,,
4012,QUEBEC,QC,1107,2020/10/03 12:00:00+00,77380,64478,795,5867,10,1573445,16725,7035,302,326,24,60,11,,
4027,QUEBEC,QC,1079,2020/10/04 12:00:00+00,78459,65304,826,5878,11,1589532,16087,7277,242,334,8,64,4,,
4042,QUEBEC,QC,1191,2020/10/05 12:00:00+00,79650,66180,876,5884,6,1604262,14730,7586,309,361,27,62,-2,,
4057,QUEBEC,QC,1364,2020/10/06 12:00:00+00,81014,67033,853,5899,15,1616838,12576,8082,496,397,36,67,5,,
4072,QUEBEC,QC,900,2020/10/07 12:00:00+00,81914,67735,702,5906,7,1629846,13008,8273,191,409,12,62,-5,,
4087,QUEBEC,QC,1078,2020/10/08 12:00:00+00,82992,68585,850,5915,9,1646826,16980,8492,219,425,16,68,6,,
4102,QUEBEC,QC,1102,2020/10/09 12:00:00+00,84094,69586,1001,5936,21,1661851,15025,8572,80,433,8,67,-1,,
4117,QUEBEC,QC,1097,2020/10/10 12:00:00+00,85191,70696,1110,5950,14,1677747,15896,8545,-27,444,11,73,6,,
4132,QUEBEC,QC,942,2020/10/11 12:00:00+00,86133,71839,1143,5953,3,1691452,13705,8341,-204,437,-7,72,-1,,
4147,QUEBEC,QC,843,2020/10/12 12:00:00+00,86976,72857,1018,5965,12,1702243,10791,8154,-187,457,20,75,3,,
4162,QUEBEC,QC,815,2020/10/13 12:00:00+00,87791,73734,877,5970,5,1702243,0,8087,-67,468,11,85,10,,
4177,QUEBEC,QC,1203,2020/10/14 12:00:00+00,88994,74483,749,5977,7,1724288,22045,8534,447,488,20,80,-5,,
4192,QUEBEC,QC,969,2020/10/15 12:00:00+00,89963,75467,984,6005,28,1736616,12328,8491,-43,493,5,83,3,,
4207,QUEBEC,QC,1055,2020/10/16 12:00:00+00,91018,76512,1045,6018,13,1749283,12667,8488,-3,507,14,87,4,,
4222,QUEBEC,QC,1279,2020/10/17 12:00:00+00,92297,77602,1090,6032,14,1762039,12756,8663,175,517,10,85,-2,,
4237,QUEBEC,QC,1094,2020/10/18 12:00:00+00,93391,78559,957,6038,6,1773248,11209,8794,131,527,10,88,3,,
4252,QUEBEC,QC,1038,2020/10/19 12:00:00+00,94429,79529,970,6044,6,1782527,9279,8856,62,532,5,92,4,,
4267,QUEBEC,QC,787,2020/10/20 12:00:00+00,95216,80468,939,6055,11,1791271,8744,8693,-163,565,33,100,8,,
4282,QUEBEC,QC,1072,2020/10/21 12:00:00+00,96288,81267,799,6074,19,1802240,10969,8947,254,565,0,94,-6,,
4297,QUEBEC,QC,1033,2020/10/22 12:00:00+00,97321,82033,766,6094,20,1814069,11829,9194,247,553,-12,101,7,,
4327,QUEBEC,QC,905,2020/10/23 12:00:00+00,98226,82792,759,6106,12,1826029,11960,9328,134,540,-13,99,-2,,
4342,QUEBEC,QC,1009,2020/10/24 12:00:00+00,99235,83819,1027,6132,26,1835921,9892,9284,-44,549,9,93,-6,,
4357,QUEBEC,QC,879,2020/10/25 12:00:00+00,100114,84828,1009,6143,11,1846594,10673,9143,-141,551,2,97,4,,
4372,QUEBEC,QC,808,2020/10/26 12:00:00+00,100922,85822,994,6153,10,1856594,10000,8947,-196,543,-8,93,-4,,
4387,QUEBEC,QC,963,2020/10/27 12:00:00+00,101885,86786,964,6172,19,1865395,8801,8927,-20,527,-16,91,-2,,
4402,QUEBEC,QC,929,2020/10/28 12:00:00+00,102814,87638,852,6189,17,1875899,10504,8987,60,526,-1,89,-2,,
4417,QUEBEC,QC,1030,2020/10/29 12:00:00+00,103844,88442,804,6214,25,1885867,9968,9187,200,509,-17,78,-11,,
4432,QUEBEC,QC,1108,2020/10/30 12:00:00+00,104952,89592,1150,6231,17,1897168,11301,9128,-59,515,6,81,3,,
4447,QUEBEC,QC,1064,2020/10/31 12:00:00+00,106016,90576,984,6246,15,1906939,9771,9193,65,503,-12,82,1,,
4462,QUEBEC,QC,965,2020/11/01 12:00:00+00,106981,91488,912,6272,26,1914757,7818,9220,27,496,-7,84,2,,
4477,QUEBEC,QC,1037,2020/11/02 12:00:00+00,108018,92396,908,6283,11,1925195,10438,9337,117,499,3,81,-3,,
4492,QUEBEC,QC,871,2020/11/03 12:00:00+00,108889,93316,920,6317,34,1925195,0,9255,-82,526,27,85,4,,
4507,QUEBEC,QC,1029,2020/11/04 12:00:00+00,109918,94101,785,6350,33,1923098,-2097,9466,211,539,13,81,-4,,
4522,QUEBEC,QC,1138,2020/11/05 12:00:00+00,111056,94884,783,6378,28,1933553,10455,9794,328,538,-1,82,1,,
4537,QUEBEC,QC,1133,2020/11/06 12:00:00+00,112189,95956,1072,6403,25,1943833,10280,9830,36,539,1,77,-5,,
4552,QUEBEC,QC,1234,2020/11/07 12:00:00+00,113423,96831,875,6431,28,1954317,10484,10161,331,523,-16,78,1,,
4567,QUEBEC,QC,1329,2020/11/08 12:00:00+00,114752,97789,958,6440,9,1965445,11128,10523,362,527,4,77,-1,,
4597,QUEBEC,QC,1237,2020/11/09 12:00:00+00,115989,98740,951,6455,15,1974619,9174,10794,271,540,13,76,-1,,
4627,QUEBEC,QC,1162,2020/11/10 12:00:00+00,117151,99721,981,6493,38,1984712,10093,10937,143,534,-6,82,6,,
4657,QUEBEC,QC,1378,2020/11/11 12:00:00+00,118529,100564,843,6515,22,1993511,8799,11450,513,573,39,84,2,,
4687,QUEBEC,QC,1365,2020/11/12 12:00:00+00,119894,101407,843,6557,42,2004485,10974,11930,480,583,10,86,2,,
4732,QUEBEC,QC,1301,2020/11/13 12:00:00+00,121195,102569,1162,6586,29,2015998,11513,12040,110,583,0,85,-1,,
4762,QUEBEC,QC,1448,2020/11/14 12:00:00+00,122643,103668,1099,6611,25,2027490,11492,12364,324,583,0,82,-3,,
4792,QUEBEC,QC,1211,2020/11/15 12:00:00+00,123854,104848,1180,6626,15,2038336,10846,12380,16,587,4,89,7,,
4807,QUEBEC,QC,1218,2020/11/16 12:00:00+00,125072,105998,1150,6651,25,2048808,10472,12423,43,591,4,87,-2,,
4822,QUEBEC,QC,982,2020/11/17 12:00:00+00,126054,107326,1328,6675,24,2058169,9361,12053,-370,638,47,100,13,,
4837,QUEBEC,QC,1179,2020/11/18 12:00:00+00,127233,108625,1299,6710,35,2068340,10171,11898,-155,652,14,100,0,,
4852,QUEBEC,QC,1207,2020/11/19 12:00:00+00,128440,109800,1175,6744,34,2079892,11552,11896,-2,651,-1,101,1,,
4867,QUEBEC,QC,1259,2020/11/20 12:00:00+00,129699,111326,1526,6774,30,2113314,33422,11599,-297,624,-27,96,-5,,
4882,QUEBEC,QC,1189,2020/11/21 12:00:00+00,130888,112734,1408,6806,32,2101203,-12111,11348,-251,646,22,99,3,,
4897,QUEBEC,QC,1154,2020/11/22 12:00:00+00,132042,114085,1351,6829,23,2110913,9710,11128,-220,642,-4,103,4,,
4912,QUEBEC,QC,1164,2020/11/23 12:00:00+00,133206,115367,1282,6842,13,2120177,9264,10997,-131,634,-8,98,-5,,
4927,QUEBEC,QC,1124,2020/11/24 12:00:00+00,134330,116624,1257,6887,45,2127922,7745,10819,-178,665,31,96,-2,,
4942,QUEBEC,QC,1100,2020/11/25 12:00:00+00,135430,117551,927,6915,28,2136210,8288,10964,145,665,0,95,-1,,
4957,QUEBEC,QC,1464,2020/11/26 12:00:00+00,136894,118491,940,6947,32,2136210,0,11456,492,675,10,90,-5,,
4972,QUEBEC,QC,1269,2020/11/27 12:00:00+00,138163,119727,1236,6984,37,2157797,21587,11452,-4,609,-66,90,0,,
4987,QUEBEC,QC,1480,2020/11/28 12:00:00+00,139643,120906,1179,7021,37,2168061,10264,11716,264,678,69,93,3,,
5002,QUEBEC,QC,1395,2020/11/29 12:00:00+00,141038,122014,1108,7033,12,2177421,9360,11991,275,665,-13,92,-1,,
5017,QUEBEC,QC,1333,2020/11/30 12:00:00+00,142371,123177,1163,7056,23,2186076,8655,12138,147,693,28,94,2,,
5032,QUEBEC,QC,1177,2020/12/01 12:00:00+00,143548,124200,1023,7084,28,2194452,8376,12264,126,719,26,98,4,,
5047,QUEBEC,QC,1514,2020/12/02 12:00:00+00,145062,125197,997,7125,41,2204216,9764,12740,476,740,21,99,1,,
5062,QUEBEC,QC,1470,2020/12/03 12:00:00+00,146532,126179,982,7155,30,2215810,11594,13197,457,737,-3,99,0,,
5077,QUEBEC,QC,1345,2020/12/04 12:00:00+00,147877,127549,1370,7183,28,2226791,10981,13142,-55,761,24,97,-2,,
5092,QUEBEC,QC,2031,2020/12/05 12:00:00+00,149908,128828,1279,7231,48,2238113,11322,13846,704,754,-7,96,-1,,
5107,QUEBEC,QC,1691,2020/12/06 12:00:00+00,151599,130018,1190,7255,24,2248348,10235,14323,477,778,24,102,6,,
5122,QUEBEC,QC,1577,2020/12/07 12:00:00+00,153176,131297,1279,7277,22,2260394,12046,14600,277,818,40,105,3,,
5152,QUEBEC,QC,1564,2020/12/08 12:00:00+00,154740,132573,1276,7313,36,2270207,9813,14854,252,835,17,114,9,,
5167,QUEBEC,QC,1728,2020/12/09 12:00:00+00,156468,133692,1119,7349,36,2280376,10169,15426,572,844,9,121,7,,
5182,QUEBEC,QC,1842,2020/12/10 12:00:00+00,158310,134910,1218,7382,33,2291928,11552,16017,591,848,4,113,-8,,
5197,QUEBEC,QC,1713,2020/12/11 12:00:00+00,160023,136646,1736,7435,53,2303830,11902,15941,-76,871,23,123,10,,
5212,QUEBEC,QC,1898,2020/12/12 12:00:00+00,161921,138270,1624,7475,40,2315580,11750,16175,234,860,-11,129,6,,
5227,QUEBEC,QC,1994,2020/12/13 12:00:00+00,163915,139850,1580,7508,33,2328062,12482,16556,381,880,20,123,-6,,
5242,QUEBEC,QC,1620,2020/12/14 12:00:00+00,165535,141345,1495,7533,25,2337962,9900,16657,101,890,10,122,-1,,
5257,QUEBEC,QC,1741,2020/12/15 12:00:00+00,167276,142894,1549,7571,38,2349554,11592,16811,154,959,69,125,3,298,298
5272,QUEBEC,QC,1897,2020/12/16 12:00:00+00,169173,144168,1274,7613,42,2359553,9999,17392,581,975,16,128,3,1613,1315
5287,QUEBEC,QC,1855,2020/12/17 12:00:00+00,171028,145532,1364,7635,22,2371496,11943,17861,469,1002,27,134,6,2582,969
5302,QUEBEC,QC,1773,2020/12/18 12:00:00+00,172801,147398,1866,7671,36,2382661,11165,17732,-129,1011,9,141,7,,
5317,QUEBEC,QC,2038,2020/12/19 12:00:00+00,174839,149245,1847,7715,44,2394137,11476,17879,147,1005,-6,142,1,,
5332,QUEBEC,QC,2146,2020/12/20 12:00:00+00,176985,151044,1799,7736,21,2405670,11533,18205,326,1010,5,146,4,,
5347,QUEBEC,QC,2108,2020/12/21 12:00:00+00,179093,152869,1825,7766,30,2416126,10456,18458,253,1048,38,146,0,,
5362,QUEBEC,QC,2183,2020/12/22 12:00:00+00,181276,154673,1804,7794,28,2426005,9879,18809,351,1055,7,137,-9,,
5377,QUEBEC,QC,2247,2020/12/23 12:00:00+00,183523,156275,1602,7867,73,2436763,10758,19381,572,1067,12,142,5,,
5392,QUEBEC,QC,2349,2020/12/24 12:00:00+00,185872,158201,1926,7913,46,2448998,12235,19758,377,1052,-15,146,4,,
5407,QUEBEC,QC,0,2020/12/25 12:00:00+00,185872,158201,0,7913,0,2448998,0,19758,0,1052,0,146,0,,
5422,QUEBEC,QC,0,2020/12/26 12:00:00+00,185872,158201,0,7913,0,2448998,0,19758,0,1052,0,146,0,,
5437,QUEBEC,QC,0,2020/12/27 12:00:00+00,185872,158201,0,7913,0,2448998,0,19758,0,1052,0,146,0,,
5452,QUEBEC,QC,9058,2020/12/28 12:00:00+00,194930,166066,7865,8060,147,2483527,34529,20804,1046,1124,72,150,4,,
5467,QUEBEC,QC,2381,2020/12/29 12:00:00+00,197311,168061,1995,8124,64,2490375,6848,21126,322,1131,7,148,-2,,
5482,QUEBEC,QC,2511,2020/12/30 12:00:00+00,199822,170045,1984,8165,41,2498341,7966,21612,486,1211,80,152,4,,
5497,QUEBEC,QC,2819,2020/12/31 12:00:00+00,202641,172047,2002,8226,61,2498341,0,22367,755,1175,-36,165,13,,
5512,QUEBEC,QC,0,2021/01/01 12:00:00+00,202641,172047,0,8226,0,2498341,0,22367,0,1175,0,165,0,,
5527,QUEBEC,QC,0,2021/01/02 12:00:00+00,202641,172047,0,8226,0,2498341,0,22367,0,1175,0,165,0,,
5542,QUEBEC,QC,7663,2021/01/03 12:00:00+00,210304,179456,7409,8347,121,2498341,0,22501,134,1225,50,179,14,,
5572,QUEBEC,QC,2546,2021/01/04 12:00:00+00,212850,181205,1749,8379,32,2539844,41503,23264,763,1294,69,188,9,30473,30473
5602,QUEBEC,QC,2508,2021/01/05 12:00:00+00,215358,182602,1397,8441,62,2547277,7433,24313,1049,1317,23,194,6,32763,2290
5647,QUEBEC,QC,2641,2021/01/06 12:00:00+00,217999,184904,2302,8488,47,2555708,8431,24603,290,1393,76,202,8,38984,6221
5662,QUEBEC,QC,2519,2021/01/07 12:00:00+00,220518,186996,2092,8562,74,2565557,9849,24955,352,1380,-13,202,0,48632,9648
5677,QUEBEC,QC,2588,2021/01/08 12:00:00+00,223106,189937,2941,8606,44,5121911,2556354,24553,-402,1403,23,207,5,62602,13970
5692,QUEBEC,QC,3127,2021/01/09 12:00:00+00,226233,192979,3042,8647,41,5121911,0,24589,36,1392,-11,206,-1,75123,12521
5707,QUEBEC,QC,2588,2021/01/10 12:00:00+00,228821,195663,2684,8686,39,5195725,73814,24454,-135,1380,-12,203,-3,84387,9264
5722,QUEBEC,QC,1869,2021/01/11 12:00:00+00,230690,197938,2275,8737,51,5222962,27237,23996,-458,1436,56,211,8,92452,8065
5737,QUEBEC,QC,1934,2021/01/12 12:00:00+00,232624,199920,1982,8782,45,5245397,22435,23903,-93,1497,61,221,10,99510,7058
5752,QUEBEC,QC,2071,2021/01/13 12:00:00+00,234695,202166,2246,8815,33,5277747,32350,23695,-208,1516,19,229,8,107365,7855
5767,QUEBEC,QC,2132,2021/01/14 12:00:00+00,236827,204741,2575,8878,63,5314149,36402,23187,-508,1523,7,230,1,115704,8339
5782,QUEBEC,QC,1918,2021/01/15 12:00:00+00,238745,207934,3193,8938,60,5354130,39981,21856,-1331,1496,-27,231,1,127073,11369
5797,QUEBEC,QC,2225,2021/01/16 12:00:00+00,240970,210364,2430,9005,67,5387908,33778,21640,-216,1474,-22,227,-4,137856,10783
5812,QUEBEC,QC,1744,2021/01/17 12:00:00+00,242714,213008,2644,9055,50,5424995,37087,20636,-1004,1460,-14,215,-12,146694,8838
5827,QUEBEC,QC,1634,2021/01/18 12:00:00+00,244348,215325,2317,9087,32,5451826,26831,19925,-711,1491,31,217,2,153539,6845
5842,QUEBEC,QC,1386,2021/01/19 12:00:00+00,245734,217575,2250,9142,55,5472238,20412,19010,-915,1500,9,212,-5,164053,10514
5857,QUEBEC,QC,1502,2021/01/20 12:00:00+00,247236,219592,2017,9208,66,5501127,28889,18431,-579,1467,-33,216,4,174260,10207
5872,QUEBEC,QC,1624,2021/01/21 12:00:00+00,248860,221327,1735,9273,65,5533972,32845,18253,-178,1453,-14,216,0,186210,11950
5902,QUEBEC,QC,1631,2021/01/22 12:00:00+00,250491,223367,2040,9361,88,5569016,35044,17757,-496,1426,-27,212,-4,200627,14417
5917,QUEBEC,QC,1685,2021/01/23 12:00:00+00,252176,225245,1878,9437,76,5612941,43925,17488,-269,1383,-43,216,4,210252,9625
5932,QUEBEC,QC,1457,2021/01/24 12:00:00+00,253633,227215,1970,9478,41,5646660,33719,16935,-553,1327,-56,219,3,218755,8503
5947,QUEBEC,QC,1203,2021/01/25 12:00:00+00,254836,228887,1672,9521,43,5674108,27448,16424,-511,1321,-6,217,-2,220715,1960
5962,QUEBEC,QC,1166,2021/01/26 12:00:00+00,256002,230803,1916,9577,56,5693389,19281,15622,-802,1324,3,217,0,224879,4164
5977,QUEBEC,QC,1328,2021/01/27 12:00:00+00,257330,232221,1418,9630,53,5721450,28061,15479,-143,1290,-34,221,4,229219,4340
5992,QUEBEC,QC,1368,2021/01/28 12:00:00+00,258698,233768,1547,9667,37,5758183,36733,15263,-216,1264,-26,212,-9,232986,3767
6007,QUEBEC,QC,1295,2021/01/29 12:00:00+00,259993,235516,1748,9717,50,5796593,38410,14760,-503,1217,-47,290,78,236057,3071
6022,QUEBEC,QC,1367,2021/01/30 12:00:00+00,261360,237088,1572,9763,46,5828772,32179,14509,-251,1163,-54,201,-89,238143,2086
6037,QUEBEC,QC,1223,2021/01/31 12:00:00+00,262583,238648,1560,9794,31,5864144,35372,14141,-368,1136,-27,191,-10,238227,84
6052,QUEBEC,QC,890,2021/02/01 12:00:00+00,263473,240083,1435,9826,32,5891423,27279,13564,-577,1144,8,183,-8,239023,796
6112,QUEBEC,QC,1053,2021/02/02 12:00:00+00,264526,241537,1454,9862,36,5924827,33404,13126,-438,1110,-34,178,-5,240830,1807
6127,QUEBEC,QC,1053,2021/02/03 12:00:00+00,265579,242692,1155,9899,37,5950146,25319,12988,-138,1106,-4,177,-1,241546,716
6142,QUEBEC,QC,1093,2021/02/04 12:00:00+00,266672,243769,1077,9941,42,5985249,35103,12962,-26,1070,-36,175,-2,243955,2409
6157,QUEBEC,QC,1101,2021/02/05 12:00:00+00,267773,245339,1570,9973,32,6018739,33490,12461,-501,1040,-30,168,-7,248673,4718
6187,QUEBEC,QC,1204,2021/02/06 12:00:00+00,268977,246695,1356,9999,26,6052891,34152,12283,-178,982,-58,159,-9,253904,5231
6217,QUEBEC,QC,1081,2021/02/07 12:00:00+00,270058,248112,1417,10031,32,6088912,36021,11915,-368,963,-19,158,-1,256550,2646
6247,QUEBEC,QC,853,2021/02/08 12:00:00+00,270911,249361,1249,10046,15,6114112,25200,11504,-411,969,6,160,2,259188,2638
6277,QUEBEC,QC,826,2021/02/09 12:00:00+00,271737,250652,1291,10078,32,6132644,18532,11007,-497,940,-29,145,-15,262594,3406
6307,QUEBEC,QC,989,2021/02/10 12:00:00+00,272726,251620,968,10112,34,6153063,20419,10994,-13,918,-22,148,3,266590,3996
6352,QUEBEC,QC,1121,2021/02/11 12:00:00+00,273847,252651,1031,10149,37,6185270,32207,11047,53,874,-44,143,-5,272332,5742
6367,QUEBEC,QC,984,2021/02/12 12:00:00+00,274831,254001,1350,10173,24,6225791,40521,10657,-390,849,-25,137,-6,280612,8280
6382,QUEBEC,QC,1049,2021/02/13 12:00:00+00,275880,255146,1145,10201,28,6259265,33474,10533,-124,812,-37,130,-7,290953,10341
6397,QUEBEC,QC,910,2021/02/14 12:00:00+00,276790,256270,1124,10214,13,6287664,28399,10306,-227,805,-7,132,2,293944,2991
6412,QUEBEC,QC,728,2021/02/15 12:00:00+00,277518,257434,1164,10229,15,6310313,22649,9855,-451,804,-1,136,4,294886,942
6427,QUEBEC,QC,669,2021/02/16 12:00:00+00,278187,258542,1108,10246,17,6327137,16824,9399,-456,771,-33,134,-2,297694,2808
6442,QUEBEC,QC,800,2021/02/17 12:00:00+00,278987,259416,874,10258,12,6352430,25293,9313,-86,766,-5,130,-4,299673,1979
6457,QUEBEC,QC,900,2021/02/18 12:00:00+00,279887,260245,829,10264,6,6383988,31558,9378,65,747,-19,129,-1,302118,2445
6472,QUEBEC,QC,800,2021/02/19 12:00:00+00,280687,261429,1184,10278,14,6414114,30126,8980,-398,723,-24,127,-2,311651,9533
6487,QUEBEC,QC,769,2021/02/20 12:00:00+00,281456,262506,1077,10292,14,6447182,33068,8658,-322,700,-23,120,-7,329324,17673
6502,QUEBEC,QC,666,2021/02/21 12:00:00+00,282122,263537,1031,10307,15,6474700,27518,8278,-380,686,-14,119,-1,344900,15576
6517,QUEBEC,QC,805,2021/02/22 12:00:00+00,282927,264497,960,10318,11,6497401,22701,8112,-166,689,3,117,-2,353894,8994
6532,QUEBEC,QC,739,2021/02/23 12:00:00+00,283666,265456,959,10330,12,6516482,19081,7880,-232,680,-9,120,3,365978,12084
6547,QUEBEC,QC,806,2021/02/24 12:00:00+00,284472,266138,682,10346,16,6539208,22726,7988,108,655,-25,130,10,376910,10932
6562,QUEBEC,QC,858,2021/02/25 12:00:00+00,285330,266879,741,10361,15,6573021,33813,8090,102,633,-22,122,-8,387076,10166
6577,QUEBEC,QC,815,2021/02/26 12:00:00+00,286145,267885,1006,10372,11,6606980,33959,7888,-202,620,-13,119,-3,400540,13464
6592,QUEBEC,QC,858,2021/02/27 12:00:00+00,287003,268645,760,10385,13,6638145,31165,7973,85,599,-21,112,-7,418399,17859
6607,QUEBEC,QC,737,2021/02/28 12:00:00+00,287740,269530,885,10393,8,6667955,29810,7817,-156,601,2,117,5,432255,13856
6622,QUEBEC,QC,613,2021/03/01 12:00:00+00,288353,270364,834,10399,6,6691155,23200,7590,-227,612,11,122,5,438815,6560
6637,QUEBEC,QC,588,2021/03/02 12:00:00+00,288941,271156,792,10407,8,6710228,19073,7378,-212,628,16,121,-1,455328,16513
6652,QUEBEC,QC,729,2021/03/03 12:00:00+00,289670,271908,752,10426,19,6732186,21958,7336,-42,618,-10,120,-1,472710,17382
6667,QUEBEC,QC,707,2021/03/04 12:00:00+00,290377,272553,645,10445,19,6760995,28809,7379,43,626,8,115,-5,490504,17794
6682,QUEBEC,QC,798,2021/03/05 12:00:00+00,291175,273430,877,10455,10,6788928,27933,7290,-89,617,-9,111,-4,510479,19975
6697,QUEBEC,QC,749,2021/03/06 12:00:00+00,291924,274245,815,10465,10,6817494,28566,7214,-76,601,-16,109,-2,532012,21533
6712,QUEBEC,QC,707,2021/03/07 12:00:00+00,292631,275059,814,10472,7,6843472,25978,7100,-114,592,-9,107,-2,548136,16124
6727,QUEBEC,QC,579,2021/03/08 12:00:00+00,293210,275796,737,10481,9,6865844,22372,7100,0,590,-2,108,1,564302,16166
6742,QUEBEC,QC,650,2021/03/09 12:00:00+00,293860,276602,806,10493,12,6884327,18483,6765,-335,576,-14,110,2,581028,16726
6757,QUEBEC,QC,792,2021/03/10 12:00:00+00,294652,277185,583,10503,10,6906725,22398,6964,199,581,5,112,2,599833,18805
6772,QUEBEC,QC,738,2021/03/11 12:00:00+00,295390,277738,553,10518,15,6936380,29655,7134,170,563,-18,111,-1,619060,19227
6787,QUEBEC,QC,753,2021/03/12 12:00:00+00,296143,278489,751,10526,8,6965555,29175,7128,-6,550,-13,106,-5,648663,29603
6802,QUEBEC,QC,775,2021/03/13 12:00:00+00,296918,279230,741,10535,9,7244785,279230,7153,25,551,1,106,0,681487,32824
6817,QUEBEC,QC,674,2021/03/14 12:00:00+00,297592,280030,800,10540,5,7273251,28466,7022,-131,547,-4,100,-6,715581,34094
6847,QUEBEC,QC,594,2021/03/15 12:00:00+00,298186,280755,725,10550,10,7296410,23159,6881,-141,553,6,96,-4,744108,28527
6862,QUEBEC,QC,561,2021/03/16 12:00:00+00,298747,281436,681,10558,8,7314642,18232,6753,-128,533,-20,91,-5,774600,30492
6877,QUEBEC,QC,703,2021/03/17 12:00:00+00,299450,282047,611,10570,12,7338074,23432,6833,80,532,-1,107,16,804806,30206
6892,QUEBEC,QC,702,2021/03/18 12:00:00+00,300152,282693,646,10576,6,7370019,31945,6883,50,519,-13,101,-6,832469,27663
6907,QUEBEC,QC,764,2021/03/19 12:00:00+00,300916,283478,785,10587,11,7403689,33670,6851,-32,504,-15,99,-2,872459,39990
6922,QUEBEC,QC,775,2021/03/20 12:00:00+00,301691,284203,725,10594,7,7436632,32943,6894,43,505,1,99,0,915653,43194
6937,QUEBEC,QC,648,2021/03/21 12:00:00+00,302339,284940,737,10599,5,7468627,31995,6800,-94,501,-4,102,3,944793,29140
6952,QUEBEC,QC,712,2021/03/22 12:00:00+00,303051,285682,742,10614,15,7493236,24609,6755,-45,513,12,114,12,966566,21773
6967,QUEBEC,QC,656,2021/03/23 12:00:00+00,303707,286347,665,10618,4,7514683,21447,6742,-13,519,6,113,-1,993102,26536
6982,QUEBEC,QC,783,2021/03/24 12:00:00+00,304490,286946,599,10626,8,7540358,25675,6918,176,508,-11,118,5,1024413,31311
6997,QUEBEC,QC,945,2021/03/25 12:00:00+00,305435,287632,686,10630,4,7575487,35129,7173,255,496,-12,117,-1,1065823,41410
7012,QUEBEC,QC,950,2021/03/26 12:00:00+00,306385,288384,752,10637,7,7615150,39663,7364,191,481,-15,115,-2,1121958,56135
